4.8309,58.343,15.013,3.1215,18.692
3.8847,48.904,13.127,4.7619,29.323
4.6276,50.079,11.981,4.691,28.621
4.7679,48.934,12.296,5.7089,28.294
5.0094,47.84,13.024,5.886,28.24
4.4679,48.278,12.535,5.771,28.948
5.2729,46.932,12.673,5.9513,29.171
4.8728,48.085,11.523,5.9148,29.605
5.4518,46.738,12.251,5.2374,30.322
5.7247,45.92,12.424,4.933,30.999
5.5827,47.224,11.379,6.4674,29.347
5.744,47.021,11.518,6.355,29.361
5.8235,45.951,12.041,5.7022,30.482
6.2651,45.793,11.622,5.5085,30.811
6.4428,45.584,11.615,13.279,23.079
6.8456,42.159,14.445,20.084,16.466
7.1988,35.904,20.271,15.542,21.084
7.3193,32.349,23.705,15.271,21.355
8.7349,27.108,27.53,10.361,26.265
11.068,28.468,23.914,1.6586,34.891
16.15,39.122,22.308,0,22.419
