4.8029,59.994,15.797,3.1927,16.213
4.6248,51.628,12.246,4.1057,27.395
5.1906,49.104,12.379,4.8691,28.457
4.656,49.404,12.523,5.0688,28.349
5.2876,49.119,12.917,5.0788,27.597
5.4684,49.423,12.09,5.353,27.665
5.6865,49.491,11.928,5.6403,27.254
5.386,49.838,11.859,6.1951,26.722
5.8172,48.084,13.089,5.6094,27.401
6.0543,48.434,12.828,5.3584,27.325
6.289,47.977,12.832,5.526,27.376
5.3055,47.749,13.597,5.3284,28.02
5.9148,48.285,12.589,5.5236,27.687
6.5811,47.076,12.887,6.0995,27.356
6.5386,46.754,13.054,12.849,20.805
7.1266,43.352,15.597,17.646,16.28
6.0241,38.85,21.096,14.344,19.686
7.4813,33.62,24.688,14.781,19.429
9.0002,27.726,29.064,9.8617,24.348
11.26,30.602,24.018,1.7934,32.327
15.439,41.692,22.31,0.1095,20.449
