66.118,1,67.949,7
0.008435,2,67.949,8
66.118,1,134.08,16
0.002289,2,134.08,16
66.118,1,200.2,24
0.001292,2,200.2,25
66.118,1,266.32,30
0.000353,2,266.32,30
66.118,1,332.44,36
0.000819,2,332.44,36
66.118,1,398.56,39
0.00028,2,398.56,39
66.118,1,464.67,43
0.000507,2,464.67,44
66.118,1,530.79,46
0.000382,2,530.79,46
66.118,1,596.91,49
0.000275,2,596.91,50
66.118,1,663.03,53
0.000254,2,663.03,53
66.118,1,729.15,56
0.00031,2,729.15,57
66.118,1,795.27,67
0.000316,2,795.27,67
66.118,1,861.39,76
0.000213,2,861.39,77
66.118,1,927.5,84
0.000217,2,927.5,84
66.118,1,993.62,90
0.000237,2,993.62,91
66.118,1,1059.7,93
0.000284,2,1059.7,93
66.118,1,1125.9,94
0.000209,2,1125.9,95
66.118,1,1192,99
0.000177,2,1192,99
66.118,1,1258.1,106
0.000262,2,1258.1,107
66.118,1,1324.2,113
0.000633,2,1324.2,113
66.118,1,1390.3,120
0.00021,2,1390.3,121
66.118,1,1456.5,127
0.000201,2,1456.5,127
66.118,1,1522.6,130
0.000773,2,1522.6,131
66.118,1,1588.7,132
0.000346,2,1588.7,132
66.118,1,1654.8,135
0.000242,2,1654.8,136
66.118,1,1720.9,138
0.00038,2,1720.9,138
66.118,1,1787,139
0.000246,2,1787,140
66.118,1,1853.2,140
0.000217,2,1853.2,140
66.118,1,1919.3,142
0.000354,2,1919.3,143
66.118,1,1985.4,144
0.001069,2,1985.4,144
66.118,1,2051.5,146
0.000237,2,2051.5,147
66.118,1,2117.6,149
0.000205,2,2117.6,149
66.118,1,2183.8,150
0.000429,2,2183.8,151
66.118,1,2249.9,151
0.000342,2,2249.9,151
66.118,1,2316,152
0.000231,2,2316,153
66.118,1,2382.1,154
0.000203,2,2382.1,154
66.118,1,2448.2,154
0.000422,2,2448.2,155
66.118,1,2514.3,155
0.000298,2,2514.3,155
66.118,1,2580.5,157
0.000198,2,2580.5,158
66.118,1,2646.6,159
0.000348,2,2646.6,159
66.118,1,2712.7,161
0.000243,2,2712.7,162
66.118,1,2778.8,162
0.000195,2,2778.8,162
66.118,1,2844.9,162
0.000363,2,2844.9,163
66.118,1,2911.1,164
0.000272,2,2911.1,164
66.118,1,2977.2,166
0.000236,2,2977.2,167
66.118,1,3043.3,167
0.000247,2,3043.3,167
66.118,1,3109.4,169
0.000371,2,3109.4,170
66.118,1,3175.5,173
0.000217,2,3175.5,173
66.118,1,3241.7,175
0.00043,2,3241.7,176
66.118,1,3307.8,178
0.000407,2,3307.8,178
66.118,1,3373.9,179
0.000235,2,3373.9,180
66.118,1,3440,181
0.00021,2,3440,181
66.118,1,3506.1,181
0.000394,2,3506.1,182
66.118,1,3572.2,182
0.000213,2,3572.2,182
66.118,1,3638.4,184
0.000232,2,3638.4,185
66.118,1,3704.5,189
0.0002,2,3704.5,189
66.118,1,3770.6,191
0.000319,2,3770.6,192
66.118,1,3836.7,194
0.000273,2,3836.7,194
66.118,1,3902.8,198
0.000218,2,3902.8,199
66.118,1,3969,200
0.000194,2,3969,200
66.118,1,4035.1,203
0.000341,2,4035.1,204
66.118,1,4101.2,206
0.000233,2,4101.2,206
66.118,1,4167.3,208
0.000193,2,4167.3,209
66.118,1,4233.4,211
0.000263,2,4233.4,211
66.118,1,4299.5,214
0.001016,2,4299.5,214
66.118,1,4365.7,217
0.000195,2,4365.7,217
66.118,1,4431.8,219
0.000204,2,4431.8,220
66.118,1,4497.9,224
0.000343,2,4497.9,224
66.118,1,4564,227
0.000211,2,4564,228
66.118,1,4630.1,231
