5.6835,64.673,16.605,1.4487,11.59
5.95,54.997,15.976,2.6627,20.381
6.1164,56.462,14.37,2.7294,20.322
6.4781,55.377,15.094,2.7951,20.256
6.7412,55.837,14.37,3.124,19.928
5.4258,56.166,15.357,3.7817,19.27
6.5439,55.903,14.502,3.7159,19.336
6.5439,55.705,14.699,3.4528,19.599
7.3989,55.048,14.502,3.5515,19.5
6.5439,55.968,14.436,3.5186,19.533
7.5633,54.883,14.502,3.4528,19.599
6.8399,55.344,14.765,3.8474,19.204
7.07,55.081,14.798,4.2749,18.777
7.2673,54.456,15.225,3.9132,19.138
7.2345,55.409,14.305,8.0566,14.995
7.4646,50.806,18.678,11.838,11.213
8.78,43.374,24.794,9.6021,13.45
8.1223,41.138,27.688,9.3061,13.745
10.753,31.601,34.594,6.2808,16.771
13.219,35.153,28.576,0.95363,22.098
16.84,44.833,25.316,0,13.011
