6.508,64.106,16.37,1.8922,11.124
5.3032,55.722,15.96,3.121,19.893
6.3943,56.94,13.651,3.0195,19.995
7.2317,55.747,14.007,3.4509,19.564
6.8511,56.306,13.829,3.2225,19.792
7.1555,54.529,15.301,2.7404,20.274
7.054,55.671,14.26,3.1464,19.868
6.5466,56.737,13.702,3.5524,19.462
6.2928,57.295,13.398,3.3494,19.665
7.5108,56.179,13.296,3.0703,19.944
7.5615,56.407,13.017,3.1972,19.817
7.5362,55.367,14.083,3.1718,19.843
7.0033,55.443,14.539,3.1464,19.868
7.5362,55.011,14.413,3.1718,19.843
7.868,54.949,14.162,7.5127,15.508
7.7411,50.051,19.188,11.269,11.751
7.5381,45.228,24.213,9.1371,13.883
8.7056,39.873,28.401,9.0609,13.959
10.66,32.005,34.315,6.4975,16.523
12.335,37.132,27.513,1.2944,21.726
16.437,45.955,24.613,0,12.995
