1.0791,0.0095362,0.74266
1.0791,0.0095362,0.74266
1.0791,0.0095362,0.74266
1.0791,0.0095362,0.74266
1.0791,0.0095362,0.74266
1.0791,0.0095362,0.74266
1.0791,0.0095362,0.74266
1.0762,0.0092846,0.76478
1.0762,0.0092846,0.76478
0.97009,0.0067779,0.8872
0.97009,0.0067779,0.8872
0.87045,0.0071879,0.60902
0.87045,0.0071879,0.60902
0.87045,0.0071879,0.60902
1.0199,0.0075928,0.80237
1.0199,0.0075928,0.80237
1.0199,0.0075928,0.80237
0.93851,0.0032799,0.68764
0.93851,0.0032799,0.68764
1.0626,0.0045503,0.57846
1.0626,0.0045503,0.57846
1.0199,0.0075928,0.80237
1.0199,0.0075928,0.80237
1.0199,0.0075928,0.80237
1.0378,0.005469,0.69227
1.1403,0.009333,0.70035
1.1403,0.009333,0.70035
1.1403,0.009333,0.70035
0.75519,0.0054253,0.4496
0.75519,0.0054253,0.4496
0.862,0.0042437,0.5508
1.0199,0.0075928,0.80237
0.83607,0.010834,0.89334
0.83607,0.010834,0.89334
1.0025,0.0033024,0.70972
1.0025,0.0033024,0.70972
1.0025,0.0033024,0.70972
0.78069,0.0076557,0.61739
0.78069,0.0076557,0.61739
0.78069,0.0076557,0.61739
0.78069,0.0076557,0.61739
0.74594,0.0097788,1.3137
0.74594,0.0097788,1.3137
0.74594,0.0097788,1.3137
1.0025,0.0033024,0.70972
1.0025,0.0033024,0.70972
1.0025,0.0033024,0.70972
0.78069,0.0076557,0.61739
0.78069,0.0076557,0.61739
0.78069,0.0076557,0.61739
0.90337,0.0040593,0.66944
0.90337,0.0040593,0.66944
0.99638,0.0052687,0.78524
0.78069,0.0076557,0.61739
0.78069,0.0076557,0.61739
0.78069,0.0076557,0.61739
0.99638,0.0052687,0.78524
0.99638,0.0052687,0.78524
1.0552,0.0078544,0.7796
0.78069,0.0076557,0.61739
0.795,0.0056163,0.70586
0.795,0.0056163,0.70586
0.99463,0.0067998,0.68176
0.99463,0.0067998,0.68176
0.99463,0.0067998,0.68176
0.99463,0.0067998,0.68176
0.795,0.0056163,0.70586
0.795,0.0056163,0.70586
0.795,0.0056163,0.70586
0.99463,0.0067998,0.68176
0.9449,0.0081697,0.77032
0.9449,0.0081697,0.77032
0.97648,0.008347,0.80564
0.795,0.0056163,0.70586
0.795,0.0056163,0.70586
0.795,0.0056163,0.70586
0.8812,0.0093387,0.83704
0.75542,0.0068275,0.92376
0.795,0.0056163,0.70586
0.795,0.0056163,0.70586
0.795,0.0056163,0.70586
0.795,0.0056163,0.70586
0.75542,0.0068275,0.92376
0.75542,0.0068275,0.92376
0.75542,0.0068275,0.92376
0.83737,0.0060113,0.61261
0.83737,0.0060113,0.61261
0.83737,0.0060113,0.61261
0.83737,0.0060113,0.61261
0.83737,0.0060113,0.61261
0.8211,0.00529,0.71829
0.75542,0.0068275,0.92376
0.75542,0.0068275,0.92376
0.75542,0.0068275,0.92376
1.0173,0.0045165,0.59651
1.0443,0.0060268,0.48638
1.0443,0.0060268,0.48638
1.0443,0.0060268,0.48638
1.0443,0.0060268,0.48638
1.0443,0.0060268,0.48638
1.0443,0.0060268,0.48638
0.92936,0.010562,0.86826
0.92936,0.010562,0.86826
0.92936,0.010562,0.86826
0.92936,0.010562,0.86826
0.89944,0.010049,1.0166
0.89944,0.010049,1.0166
0.89944,0.010049,1.0166
0.99989,0.0062587,0.60198
0.99989,0.0062587,0.60198
1.0477,0.0057398,0.6626
0.92936,0.010562,0.86826
0.86938,0.0082821,0.86858
0.86938,0.0082821,0.86858
1.0276,0.014162,1.0708
1.0276,0.014162,1.0708
1.0649,0.009461,1.061
1.0477,0.0057398,0.6626
1.0477,0.0057398,0.6626
1.0477,0.0057398,0.6626
0.86938,0.0082821,0.86858
0.86938,0.0082821,0.86858
0.86938,0.0082821,0.86858
1.0649,0.009461,1.061
1.0649,0.009461,1.061
1.0649,0.009461,1.061
1.0373,0.0042903,0.62366
1.0373,0.0042903,0.62366
1.0855,0.0028899,0.66377
0.93693,0.0084354,0.85795
0.93693,0.0084354,0.85795
0.93693,0.0084354,0.85795
1.0649,0.009461,1.061
1.0649,0.009461,1.061
1.0649,0.009461,1.061
1.0649,0.009461,1.061
1.0279,0.0039899,0.6368
1.0848,0.0058704,0.93423
0.93858,0.0090057,0.89075
0.93858,0.0090057,0.89075
0.91542,0.006554,0.94517
0.91542,0.006554,0.94517
0.91542,0.006554,0.94517
0.91542,0.006554,0.94517
1.0279,0.0039899,0.6368
1.0279,0.0039899,0.6368
1.0337,0.0047212,0.51453
0.8543,0.0080413,0.73773
0.8543,0.0080413,0.73773
0.8543,0.0080413,0.73773
0.85257,0.0086042,0.94734
0.85257,0.0086042,0.94734
0.85257,0.0086042,0.94734
1.0337,0.0047212,0.51453
1.0946,0.0050414,0.45473
1.0946,0.0050414,0.45473
0.78177,0.0063166,0.63229
0.78177,0.0063166,0.63229
0.78177,0.0063166,0.63229
1.0029,0.0080431,0.86698
1.0029,0.0080431,0.86698
1.0029,0.0080431,0.86698
1.202,0.003167,0.4188
1.202,0.003167,0.4188
1.202,0.003167,0.4188
0.78177,0.0063166,0.63229
0.78177,0.0063166,0.63229
0.78177,0.0063166,0.63229
0.96532,0.0065497,0.89987
0.96532,0.0065497,0.89987
1.06,0.0082819,0.71455
1.06,0.0082819,0.71455
1.06,0.0082819,0.71455
1.202,0.003167,0.4188
1.202,0.003167,0.4188
1.202,0.003167,0.4188
0.96532,0.0065497,0.89987
0.96532,0.0065497,0.89987
0.96532,0.0065497,0.89987
0.96532,0.0065497,0.89987
1.0779,0.0039463,0.84311
1.0214,0.0083925,0.73856
1.0214,0.0083925,0.73856
1.202,0.003167,0.4188
1.202,0.003167,0.4188
1.202,0.003167,0.4188
1.202,0.003167,0.4188
0.96532,0.0065497,0.89987
1.0632,0.0067804,0.89098
1.0632,0.0067804,0.89098
1.0214,0.0083925,0.73856
1.0214,0.0083925,0.73856
1.202,0.003167,0.4188
1.1883,0.0056975,0.52612
1.1883,0.0056975,0.52612
1.0214,0.0083925,0.73856
1.0214,0.0083925,0.73856
1.0214,0.0083925,0.73856
1.0632,0.0067804,0.89098
1.0632,0.0067804,0.89098
1.0632,0.0067804,0.89098
1.0632,0.0067804,0.89098
1.1883,0.0056975,0.52612
1.1883,0.0056975,0.52612
1.1883,0.0056975,0.52612
1.1883,0.0056975,0.52612
0.93166,0.0069891,0.64799
0.93166,0.0069891,0.64799
0.93166,0.0069891,0.64799
1.0632,0.0067804,0.89098
1.0632,0.0067804,0.89098
1.327,0.0084672,0.7707
1.327,0.0084672,0.7707
1.1883,0.0056975,0.52612
1.1883,0.0056975,0.52612
1.1883,0.0056975,0.52612
0.93166,0.0069891,0.64799
0.93166,0.0069891,0.64799
0.93166,0.0069891,0.64799
0.93166,0.0069891,0.64799
0.92594,0.0066742,0.60094
0.92594,0.0066742,0.60094
1.1883,0.0056975,0.52612
1.1883,0.0056975,0.52612
1.1883,0.0056975,0.52612
1.2057,0.0092476,0.67178
1.2057,0.0092476,0.67178
1.2057,0.0092476,0.67178
1.1883,0.0056975,0.52612
1.1883,0.0056975,0.52612
1.1883,0.0056975,0.52612
1.2057,0.0092476,0.67178
1.2019,0.010358,0.7366
1.2019,0.010358,0.7366
1.0007,0.0047031,0.74917
1.0007,0.0047031,0.74917
1.045,0.0064129,0.53581
1.045,0.0064129,0.53581
0.9452,0.0035723,0.53459
0.9452,0.0035723,0.53459
0.9452,0.0035723,0.53459
1.16,0.0089562,0.75168
1.16,0.0089562,0.75168
1.16,0.0089562,0.75168
1.045,0.0064129,0.53581
1.045,0.0064129,0.53581
1.045,0.0064129,0.53581
0.96071,0.0066135,0.60155
0.96071,0.0066135,0.60155
1.0871,0.00609,0.61022
1.16,0.0089562,0.75168
1.16,0.0089562,0.75168
1.16,0.0089562,0.75168
1.16,0.0089562,0.75168
1.0851,0.0076243,0.58757
