5.0756,49.512,12.938,4.3788,28.095,41.033
3.833,37.607,9.9886,6.4373,42.134,52.123
5.2157,48.672,12.215,4.5178,29.379,41.594
4.7371,46.677,10.795,6.9656,30.825,41.62
3.5586,37.153,8.6634,9.9026,40.722,49.386
4.6434,46.916,10.812,7.3331,30.296,41.108
5.0963,47.335,11.671,6.6427,29.255,40.926
4.2077,36.976,9.1409,9.0034,40.672,49.813
5.5718,47.283,11.564,6.52,29.062,40.626
5.9216,48.455,11.524,5.7688,28.33,39.854
4.4603,37.442,9.1736,8.5064,40.418,49.591
5.8145,47.573,12.161,6.367,28.085,40.246
6.5154,48.59,12.117,5.789,26.989,39.106
4.9969,37.108,9.695,8.2286,39.972,49.667
6.8205,47.877,12.234,6.0395,27.029,39.263
6.606,45.009,16.759,14.868,16.759,33.517
5.1853,30.846,16.302,20.047,27.621,43.922
7.2019,34.861,26.007,11.981,19.95,45.957
9.7145,29.543,30.815,3.0799,26.848,57.663
9.3001,24.762,20.45,2.315,43.172,63.623
14.115,36.486,19.849,0.068812,29.48,49.33
