4.8936,48.978,13.194,4.8324,28.101,41.296
3.8195,37.322,9.7997,6.7515,42.308,52.107
5.361,48.72,12.105,4.552,29.262,41.367
5.0756,45.853,11.72,7.0135,30.338,42.058
3.6691,36.746,8.7788,9.7481,41.058,49.837
4.6674,47.165,11.529,6.7911,29.848,41.377
5.3729,46.996,11.437,6.6102,29.584,41.021
4.2652,36.476,9.1758,9.7863,40.297,49.472
5.7067,46.218,11.369,7.2882,29.418,40.787
5.7937,48.194,11.867,5.7742,28.371,40.238
4.712,37.343,9.041,8.2397,40.664,49.705
5.8306,47.984,11.791,6.1153,28.279,40.07
6.5407,48.671,11.907,5.4831,27.398,39.305
5.2376,36.888,9.6988,8.243,39.933,49.632
6.7764,47.486,12.616,6.2365,26.885,39.501
6.7825,44.931,16.653,14.991,16.642,33.295
5.2899,30.899,16.168,20.159,27.484,43.652
7.2676,35.166,25.57,12.01,19.986,45.556
9.642,29.085,31.267,3.1605,26.845,58.112
9.3041,24.764,20.415,2.3406,43.176,63.591
13.856,36.526,20.06,0.082042,29.476,49.536
