19.483,7.5842,4.4135,12.494,2.6478,3.6602,2.5925,2.3494,1
19.483,0.010554,0.01102,0.01099,0.010384,0.017287,0.009835,0.010005,2
19.483,3.8443,2.7617,5.2074,3.4873,2.771,1.8195,2.8594,1
0.008418,0,0,0,0,0,0,0,3
548.28,544.23,1.9113,2.1975,1.7435,4.0059,1.5541,2.7629,1
548.28,0.001873,0.001335,0.00126,0.001227,0.002691,0.003283,0.002583,2
548.28,3.5719,5.0537,1.8462,1.8536,1.8072,1.3579,1.8694,1
0.001501,0,0,0,0,0,0,0,3
12.23,3.4816,1.9854,3.0606,6.056,1.6977,1.7369,1.498,1
12.23,0.000578,0.001159,0.000512,0.00068,0.00058,0.000874,0.000538,2
12.23,3.9262,1.9473,1.8139,5.667,6.0569,1.5336,1.1537,1
0.000674,0,0,0,0,0,0,0,3
35.986,2.3437,2.0082,6.948,2.0578,6.9842,3.2716,1.7577,1
35.986,0.000471,0.00089,0.000577,0.00064,0.000653,0.000759,0.000715,2
35.986,2.1599,2.2846,28.602,1.2596,6.4618,3.1945,2.7281,1
0.000501,0,0,0,0,0,0,0,3
17.677,12.887,7.1564,8.7382,4.2001,1.1857,2.0767,2.5018,1
17.677,0.004306,0.004938,0.005757,0.004843,0.005167,0.005392,0.005415,2
17.677,4.4287,1.7828,2.3722,1.718,2.0759,1.3424,2.0129,1
0.004454,0,0,0,0,0,0,0,3
12.851,7.5987,1.5833,1.3957,2.0434,2.7397,1.3094,3.6742,1
12.851,0.000219,0.000221,0.000206,0.000188,0.000258,0.000231,0.000193,2
12.851,4.8863,2.3737,1.8131,2.3696,2.0538,1.7757,3.1661,1
0.000545,0,0,0,0,0,0,0,3
12.946,2.9459,2.374,2.3092,3.37,2.8118,2.8377,4.9539,1
12.946,0.000191,0.002333,0.000161,0.000162,0.000175,0.000244,0.000306,2
12.946,3.5152,1.8649,3.711,1.4429,2.2129,1.5928,7.3535,1
0.000339,0,0,0,0,0,0,0,3
24.891,2.6727,3.213,5.5256,1.7655,3.9307,1.5478,5.2941,1
24.891,0.00018,0.000214,0.000225,0.000152,0.002409,0.002175,0.000234,2
24.891,3.1618,6.2746,18.902,1.2615,6.8722,5.197,3.4055,1
0.000271,0,0,0,0,0,0,0,3
10.445,2.7771,6.7008,2.0355,1.779,2.1846,4.9219,3.1659,1
10.445,0.000131,0.000125,0.000154,0.000144,0.000148,0.00018,0.000134,2
10.445,2.6854,3.3539,2.7537,2.5395,2.3744,0.75063,2.0105,1
0.000188,0,0,0,0,0,0,0,3
31.123,5.1358,1.5049,3.3411,15.033,1.6758,2.2086,2.7697,1
31.123,0.000155,0.000142,0.000134,0.000202,0.000204,0.000137,0.000242,2
31.123,2.2124,2.3742,5.6009,15.212,1.7276,3.6715,2.5784,1
0.000131,0,0,0,0,0,0,0,3
29.126,12.282,4.9536,7.3417,1.4584,2.6184,1.7884,3.1941,1
29.126,0.000137,0.000252,0.00022,0.000183,0.000133,0.000132,0.00015,2
29.126,16.481,2.9742,18.361,3.2077,1.2564,2.1206,3.0788,1
0.000198,0,0,0,0,0,0,0,3
34.788,18.914,2.2519,22.858,2.1475,26.361,1.3692,7.0468,1
34.788,0.000176,0.000169,0.000183,0.000139,0.000354,0.000125,0.000117,2
34.788,1.948,4.4832,8.4237,1.2524,7.3799,1.8356,3.5932,1
0.000203,0,0,0,0,0,0,0,3
35.884,3.4357,5.6085,10.22,1.9388,2.3642,5.0808,2.4528,1
35.884,0.00013,0.000181,0.000199,0.000145,0.000228,0.000222,0.00256,2
35.884,1.8807,2.6642,25.197,2.4984,2.7282,2.0731,2.8208,1
0.000162,0,0,0,0,0,0,0,3
13.344,2.9112,5.4313,5.3843,1.5844,2.9456,1.8791,2.1843,1
13.344,0.000225,0.000134,0.00018,0.000122,0.000164,0.000126,0.000129,2
13.344,2.3456,7.1324,2.8948,1.4547,1.6891,1.7751,2.0085,1
0.000241,0,0,0,0,0,0,0,3
22.212,1.9846,20.393,3.7477,2.6285,12.276,3.1743,2.8968,1
22.212,0.000143,0.000113,0.000125,0.000153,0.000195,0.0002,0.000243,2
22.212,3.8395,1.4282,6.8968,2.245,7.1124,3.4119,3.6736,1
0.000224,0,0,0,0,0,0,0,3
36.183,2.2493,2.4372,6.0544,3.5816,23.548,0.99664,4.0074,1
36.183,0.000109,0.000137,0.000106,0.000194,0.000215,0.000143,0.000125,2
36.183,2.8638,1.9001,6.6913,5.3342,11.786,1.6537,2.0459,1
0.000146,0,0,0,0,0,0,0,3
21.918,6.8706,2.567,2.5878,2.7489,9.5631,2.2996,1.8965,1
21.918,9.1e-05,0.000133,0.000108,0.00011,0.000171,0.000186,0.000129,2
21.918,3.0002,3.1191,3.0228,2.4236,11.559,3.1738,2.4351,1
0.000218,0,0,0,0,0,0,0,3
39.386,6.5578,1.6315,2.9613,3.5679,20.889,1.6099,2.9992,1
39.386,0.000157,0.000111,0.00015,0.002539,0.000229,0.00015,0.000137,2
39.386,2.3193,2.0286,3.3717,2.9633,17.968,2.7585,3.0782,1
0.00022,0,0,0,0,0,0,0,3
28.366,4.342,3.6264,3.5005,3.1881,18.407,3.6189,1.3478,1
