6.2459,64.322,16.13,1.3149,11.988,28.117
6.1726,55.05,15.306,2.4961,20.975,36.281
6.8873,59.025,15.399,2.1793,16.509,31.908
7.3116,58.452,15.56,2.7699,15.764,31.324
6.7907,56.263,13.658,3.568,19.701,33.359
7.3335,59.523,14.626,2.5667,15.95,30.576
6.8895,59.586,14.866,2.9321,15.727,30.593
5.5995,57.405,13.574,4.1321,19.289,32.863
7.0974,58.605,15.651,3.0974,15.549,31.2
6.9631,60.231,14.332,3.0654,15.388,29.72
7.2494,55.757,13.81,3.8447,19.338,33.148
8.4467,58.761,14.335,2.9239,15.533,29.868
7.2493,60.028,14.398,3.2219,15.103,29.501
8.3128,53.824,14.842,3.587,19.434,34.276
8.9041,57.736,15.048,4.9355,13.376,28.425
8.1789,55.036,18.453,9.3473,8.9847,27.438
6.7603,47.095,23.111,9.7797,13.255,36.365
9.4921,41.838,30.351,7.0939,11.225,41.576
11.796,35.199,35.913,3.7002,13.392,49.305
14.093,35.472,28.879,1.1196,20.437,49.316
17.809,45.458,24.661,0.079681,11.992,36.653
