11.875,5.9891,5.3669,8.3746,2.1829,3.5013,2.0942,2.0795,1
11.875,0.013648,0.011158,0.012361,0.008467,0.013166,0.008125,0.008077,2
11.875,2.9402,3.9368,2.3353,2.7272,2.4872,1.1147,0.82543,1
0.009775,0,0,0,0,0,0,0,3
11.535,1.8975,4.7453,1.6578,1.9492,1.8993,1.4824,1.2312,1
11.535,0.001067,0.002106,0.000979,0.001007,0.001206,0.001878,0.001487,2
11.535,3.0954,6.2964,1.9322,2.0218,5.9394,1.8856,3.9056,1
0.001345,0,0,0,0,0,0,0,3
11.798,5.7188,3.9573,1.9926,4.7847,2.8163,1.4938,0.46809,1
11.798,0.000822,0.000611,0.000581,0.000919,0.000919,0.001003,0.000591,2
11.798,5.6816,1.9332,3.0213,1.5778,1.6332,2.1351,0.93154,1
0.000778,0,0,0,0,0,0,0,3
56.653,9.6662,2.4756,2.6284,1.8819,1.4385,4.102,2.8757,1
56.653,0.00081,0.000502,0.000602,0.000768,0.000905,0.000852,0.000822,2
56.653,5.418,1.8074,51.042,1.497,1.5712,3.4555,1.6317,1
0.000651,0,0,0,0,0,0,0,3
13.627,8.2146,2.6499,1.5613,2.0662,6.7665,2.3461,2.5391,1
13.627,0.004388,0.005355,0.005211,0.005667,0.005976,0.005412,0.005775,2
13.627,5.0278,7.0472,1.7501,1.4747,2.0338,2.0266,3.5975,1
0.006882,0,0,0,0,0,0,0,3
25.684,1.7963,13.146,2.0587,2.2621,2.0849,2.4901,2.911,1
25.684,0.000186,0.001783,0.000191,0.000198,0.000296,0.002258,0.00029,2
25.684,1.8298,11.755,1.3137,2.5646,9.8161,6.0478,2.3734,1
0.00028,0,0,0,0,0,0,0,3
16.742,1.7413,2.617,3.4717,6.3027,2.6872,2.3611,1.8124,1
16.742,0.000183,0.000266,0.00226,0.002892,0.000266,0.000257,0.000178,2
16.742,2.1008,3.5622,1.5345,2.8705,13.533,3.6112,1.6052,1
0.000378,0,0,0,0,0,0,0,3
13.127,2.1033,6.2637,3.5341,1.394,5.0514,4.3221,1.6936,1
13.127,0.000178,0.000221,0.000165,0.000208,0.002918,0.00021,0.000256,2
13.127,5.7789,6.4582,2.6649,1.7682,3.122,2.1112,1.1451,1
0.000216,0,0,0,0,0,0,0,3
11.598,4.4871,4.2488,3.746,2.9681,4.5357,2.6358,2.5177,1
11.598,0.000175,0.000173,0.000231,0.000285,0.000158,0.000142,0.000188,2
11.598,2.8595,6.9183,5.8951,2.4987,3.5406,1.3285,1.5006,1
0.00029,0,0,0,0,0,0,0,3
15.279,2.3494,3.68,4.6698,2.9013,1.8466,7.8449,1.8876,1
15.279,0.000148,0.000213,0.000158,0.000164,0.000153,0.000284,0.000132,2
15.279,2.5449,11.221,3.1844,3.091,1.7206,2.217,5.4791,1
0.000172,0,0,0,0,0,0,0,3
12.462,2.8695,5.5217,7.0732,2.7128,1.413,3.876,1.5254,1
12.462,0.002522,0.000254,0.000138,0.000214,0.000184,0.00021,0.000131,2
12.462,2.8654,6.5432,4.8576,3.6118,1.6234,3.7148,4.8609,1
0.000253,0,0,0,0,0,0,0,3
14.181,7.3721,1.8685,2.8381,1.985,2.2339,7.371,1.908,1
14.181,0.000112,0.000148,0.000127,0.000172,0.000131,0.00011,0.000167,2
14.181,6.4491,1.8949,2.4867,4.2892,1.188,2.9753,1.3587,1
0.000176,0,0,0,0,0,0,0,3
14.335,5.6567,5.246,1.3318,2.9523,1.8299,3.1818,1.8475,1
14.335,0.000178,0.000123,0.000125,0.000215,0.000128,0.000194,0.000128,2
14.335,3.0161,1.6809,12.546,2.5078,2.4442,6.8547,2.5747,1
0.000176,0,0,0,0,0,0,0,3
11.046,2.8572,4.4434,2.3586,2.1678,2.1818,5.3951,3.4437,1
11.046,0.000127,0.00013,0.000146,0.000125,0.000188,0.000232,0.000174,2
11.046,3.9972,1.6252,2.3713,2.0737,4.3805,3.3663,6.7046,1
0.000239,0,0,0,0,0,0,0,3
13.266,4.9476,5.0916,9.8201,2.1935,2.5722,3.4998,5.1033,1
13.266,0.000124,0.000118,0.000243,0.000127,0.000219,0.000198,0.000136,2
13.266,3.0843,2.7703,3.009,2.263,10.09,4.0919,5.4844,1
0.00023,0,0,0,0,0,0,0,3
15.766,1.9938,8.635,6.615,2.6004,9.2337,2.1585,3.2878,1
15.766,0.000105,0.000174,0.000154,0.000184,0.000149,0.000164,0.00011,2
15.766,1.7974,2.7567,1.8481,4.1571,6.0249,1.7297,1.8814,1
0.000185,0,0,0,0,0,0,0,3
14.003,1.6814,2.4972,2.389,2.1363,8.962,2.7731,1.6155,1
14.003,0.000159,0.000115,0.0001,0.000174,0.000135,0.000117,9.8e-05,2
14.003,2.8968,2.2341,1.7213,2.6364,4.5413,3.2193,2.7176,1
0.000228,0,0,0,0,0,0,0,3
11.597,1.9494,3.0801,1.6959,2.5919,4.4648,3.4705,3.2793,1
11.597,0.000112,0.000103,0.000106,0.000125,0.000412,0.00018,0.000168,2
11.597,3.0498,2.5347,1.9456,2.0751,6.5994,3.8703,4.1727,1
0.000217,0,0,0,0,0,0,0,3
18.321,1.7545,3.0277,2.6398,2.7801,8.4799,4.4699,7.4415,1
18.321,9.7e-05,0.00012,0.000114,0.000107,0.000103,0.000169,9.7e-05,2
18.321,11.72,2.0345,2.4661,3.4364,9.3267,2.9767,5.7481,1
0.000161,0,0,0,0,0,0,0,3
14.056,10.901,1.5707,8.6529,3.4593,6.7936,4.3187,2.2422,1
14.056,0.000121,0.000193,0.000196,0.000101,0.000103,0.000133,0.000154,2
14.056,2.7764,2.3303,3.2316,1.5652,5.547,4.2317,2.4193,1
0.000132,0,0,0,0,0,0,0,3
16.083,3.0275,3.1527,3.4497,2.3275,6.3975,5.66,3.8226,1
16.083,0.000112,0.000108,0.000206,0.000206,0.000146,0.00014,0.000124,2
16.083,2.6775,1.9157,2.2234,1.4956,9.153,4.2826,5.7071,1
0.000131,0,0,0,0,0,0,0,3
21.455,2.6817,2.0085,3.042,1.6303,13.363,3.7772,5.8284,1
21.455,0.0001,0.000105,0.000111,0.000177,0.000131,0.000208,0.000101,2
21.455,7.2197,2.1147,1.4188,1.6885,7.5737,3.6428,3.3983,1
0.000187,0,0,0,0,0,0,0,3
32.198,4.0343,2.3927,20.422,1.6915,2.7442,4.7699,4.9543,1
32.198,0.000107,0.000103,0.000164,0.000117,0.000102,0.000107,9.9e-05,2
32.198,2.3497,2.9658,11.098,1.609,3.7785,4.7737,3.1119,1
0.000374,0,0,0,0,0,0,0,3
1164.3,2.8653,3.3366,33.707,1.4901,6.7208,6.3735,2.13,1
1164.3,0.000156,0.0001,0.000126,0.000102,9.6e-05,0.000186,0.000102,2
1164.3,3.1798,2.2912,1130,3.5863,10.475,5.554,5.1183,1
0.00027,0,0,0,0,0,0,0,3
1101.1,3.1395,2.1918,1062.2,3.2204,2.7993,7.836,3.8874,1
1101.1,0.0001,0.000103,0.000192,0.000186,0.000167,0.000124,0.000159,2
1101.1,3.6531,2.1749,37.788,2.9321,12.026,10.81,2.7086,1
0.000286,0,0,0,0,0,0,0,3
143.1,5.0817,2.3176,88.125,1.8978,9.2746,4.9048,2.5742,1
