6.1524,63.326,17.159,1.7304,11.632,28.791
5.6628,55.376,15.398,2.8844,20.679,36.076
6.3331,59.139,15.754,2.096,16.678,32.432
6.6099,59.063,15.64,2.6216,16.043,31.683
6.2882,54.695,15.594,4.0937,19.329,34.923
6.7474,59.224,15.333,3.3849,15.266,30.599
6.5266,59.41,15.445,2.6151,16.004,31.448
6.2921,55.661,14.668,3.2618,20.118,34.785
7.1987,59.311,14.867,2.4816,16.141,31.008
6.6548,58.914,15.891,2.4705,16.069,31.961
6.8329,55.712,14.148,3.8566,19.43,33.578
7.6803,58.882,14.893,3.2725,15.272,30.165
7.8848,58.605,15.039,3.3666,15.083,30.122
7.3456,55.05,14.42,4.1528,19.032,33.452
7.2441,58.551,15.751,5.6491,12.805,28.556
7.8733,54.278,19.529,9.1929,9.1269,28.656
7.67,46.476,22.823,9.743,13.288,36.111
8.8649,42.367,30.444,7.5671,10.757,41.201
11.844,33.204,37.942,3.7166,13.294,51.235
14.302,35.388,28.836,1.063,20.41,49.246
18.644,44.283,25.054,0.064963,11.953,37.007
