6.078,64.413,16.184,1.6724,11.653,27.837
6.1736,55.325,14.998,2.7615,20.743,35.74
6.6442,58.87,15.75,1.9899,16.728,32.479
7.6564,58.499,15.313,2.0684,16.464,31.776
6.5839,54.95,15.179,2.9384,20.333,35.512
7.2251,59.069,15.168,2.4362,16.085,31.253
7.8112,58.285,15.44,2.576,15.888,31.328
7.0142,55.3,14.498,3.5384,19.649,34.147
7.6475,59.152,14.746,2.8263,15.628,30.374
6.896,59.446,15.017,2.8691,15.772,30.789
5.9558,56.224,14.423,4.0916,19.305,33.728
7.0482,58.852,15.472,3.2556,15.372,30.844
6.9407,59.637,14.93,3.0459,15.446,30.376
7.4173,55.277,14.082,3.7635,19.461,33.542
7.659,58.525,15.335,5.661,12.821,28.155
7.3276,54.808,19.446,9.5491,8.8694,28.316
7.6226,45.486,23.758,9.4346,13.699,37.457
8.2076,42.248,31.123,7.1132,11.292,42.414
11.776,34.267,36.853,3.6022,13.501,50.354
13.736,35.033,29.658,0.9177,20.655,50.313
18.06,44.53,25.327,0,12.084,37.41
