4.4554,45.545,16.337,5.9406,27.723,33.663
3.4351,37.405,10.305,8.0153,40.84,48.855
5.303,33.333,12.121,5.303,43.939,49.242
3.0189,35.849,11.321,6.4151,43.396,49.811
7.2115,40.385,16.346,8.6538,27.404,36.058
7.1429,43.697,15.546,6.3025,27.311,33.613
4.5016,35.691,10.611,6.7524,42.444,49.196
5.5556,36.275,9.4771,4.5752,44.118,48.693
8.4142,31.392,11.003,5.8252,43.366,49.191
6.9959,44.856,12.757,5.3498,30.041,35.391
6.5292,49.828,9.9656,13.402,20.275,33.677
5.914,35.484,10.484,18.28,29.839,48.118
6.1662,30.295,15.013,14.745,33.78,48.525
4.2895,28.418,18.767,12.064,36.461,48.525
7.1672,34.13,24.232,9.215,25.256,34.471
10.067,28.523,28.859,6.7114,25.839,32.55
6.8966,20.159,26.26,5.0398,41.645,46.684
9.6515,23.056,20.912,0.53619,45.845,46.381
12.202,23.873,16.976,0,46.95,46.95
10.345,40.69,17.931,0,31.034,31.034
