24.627,82.353
20.149,83.594
23.881,89.231
22.556,87.121
25.564,76
23.418,81.25
20.886,86.275
18.471,90.604
21.656,88.158
19.745,84.884
15.026,60.204
20.207,62.011
29.167,69.613
36.458,75.138
36.979,73.267
42.786,79.381
49.254,89.205
39,98.844
32,100
26,100
