0.86207,64.655,20.69,3.4483,10.345,13.793
3.0534,58.779,13.74,5.3435,18.321,23.664
1.5385,56.923,17.692,4.6154,19.231,23.846
3.0769,58.462,14.615,5.3846,18.462,23.846
9.0164,53.279,18.852,4.918,13.934,18.852
9.9237,54.198,18.321,3.8168,13.74,17.557
8.6331,56.835,12.23,3.5971,18.705,22.302
7.1942,52.518,17.986,4.3165,17.986,22.302
9.3525,48.201,20.144,4.3165,17.986,22.302
8.3969,62.595,11.45,3.0534,14.504,17.557
11.364,54.545,16.667,6.0606,11.364,17.424
8.5714,45.714,23.571,7.1429,15,22.143
6.4286,44.286,27.143,4.2857,17.857,22.143
5.7143,45,27.143,2.8571,19.286,22.143
15.152,46.97,20.455,5.303,12.121,17.424
7.5188,32.331,42.857,6.015,11.278,17.293
10.714,36.429,30.714,2.8571,19.286,22.143
9.2857,41.429,27.143,0.71429,21.429,22.143
11.429,39.286,27.143,0,22.143,22.143
8.8,52.8,25.6,0,12.8,12.8
