4.9383,69.136,13.58,1.2346,11.111,12.346
5.4945,60.44,12.088,2.1978,19.78,21.978
5.4945,53.846,18.681,2.1978,19.78,21.978
3.2967,54.945,19.78,4.3956,17.582,21.978
4.3956,47.253,26.374,7.6923,14.286,21.978
4.3956,61.538,12.088,5.4945,16.484,21.978
7.6923,50.549,19.78,3.2967,18.681,21.978
1.0989,54.945,21.978,3.2967,18.681,21.978
8.7912,54.945,13.187,3.2967,18.681,21.978
11.111,52.222,14.444,2.2222,20,22.222
2.2222,58.889,16.667,7.7778,14.444,22.222
6.6667,52.222,18.889,11.111,11.111,22.222
5.5556,51.111,21.111,5.5556,16.667,22.222
6.6667,44.444,26.667,3.3333,18.889,22.222
11.111,36.667,30,4.4444,17.778,22.222
10,35.556,32.222,6.6667,15.556,22.222
12.222,32.222,33.333,4.4444,17.778,22.222
12.222,31.111,34.444,1.1111,21.111,22.222
12.222,41.111,24.444,0,22.222,22.222
20,43.75,23.75,0,12.5,12.5
