4.8808,49.033,12.602,4.9816,28.502,41.104
3.736,37.513,9.3579,6.9891,42.404,51.762
5.5396,48.589,11.684,4.8002,29.388,41.072
4.8299,46.259,11.944,6.1761,30.791,42.735
3.8501,36.544,9.3484,8.2475,42.01,51.358
5.3486,47.682,10.929,5.8867,30.154,41.083
5.3654,47.352,12.049,5.0593,30.175,42.224
4.247,37.001,9.2538,7.6758,41.823,51.076
5.5479,47.901,11.693,5.8306,29.027,40.72
5.9473,48.7,11.736,5.2107,28.406,40.141
4.8377,37.35,9.2409,7.8013,40.77,50.011
6.2513,48.171,12.033,5.6019,27.942,39.976
6.2296,48.139,12.343,6.0928,27.196,39.539
4.8909,37.244,9.4736,8.5583,39.834,49.307
6.5732,47.503,12.325,6.461,27.138,39.463
6.8288,44.655,16.709,15.007,16.8,33.509
5.2058,30.831,16.201,19.937,27.825,44.026
7.2035,34.833,25.776,11.807,20.38,46.156
9.9215,29.17,30.76,3.2754,26.873,57.633
9.3343,24.781,20.396,2.4484,43.041,63.436
14.072,36.153,20.196,0.12044,29.46,49.655
